phrase_index,parent_concept,text,text_source,cui,umls_status
907,hypovolemia,hypovolemia (finding),umls_synonym,C0546884,ok
908,hypovolemia,hypovolaemia,umls_synonym,C0546884,ok
909,hypovolemia,decreased caliber of the central pulmonary arteries and peripheral vascular markings.,llm_radiology_phrase,C0546884,ok
910,hypovolemia,reduced prominence of the pulmonary vasculature throughout both lung fields.,llm_radiology_phrase,C0546884,ok
911,hypovolemia,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,llm_radiology_phrase,C0546884,ok
912,hypovolemia,small caliber pulmonary vessels noted throughout the central and peripheral lungs.,llm_radiology_phrase,C0546884,ok
913,hypovolemia,attenuation of the pulmonary vascular tree with reduced vessel diameter bilaterally.,llm_radiology_phrase,C0546884,ok
914,hemothorax,hemothorax,umls_synonym,C0019123,ok
915,hemothorax,haemothorax,umls_synonym,C0019123,ok
916,hemothorax,pleural haemorrhage,umls_synonym,C0019123,ok
917,hemothorax,pleural hemorrhage,umls_synonym,C0019123,ok
918,hemothorax,hemothorax (disorder),umls_synonym,C0019123,ok
919,hemothorax,homogeneous opacification of the pleural space consistent with a large pleural effusion.,llm_radiology_phrase,C0019123,ok
920,hemothorax,blunting of the costophrenic angle suggesting fluid accumulation within the pleural space.,llm_radiology_phrase,C0019123,ok
921,hemothorax,increased density obscuring the hemidiaphragm consistent with a significant pleural collection.,llm_radiology_phrase,C0019123,ok
922,hemothorax,uniform opacity layering along the lateral chest wall within the pleural cavity.,llm_radiology_phrase,C0019123,ok
923,hemothorax,dense pleural opacity causing obscuration of the underlying pulmonary vascular markings.,llm_radiology_phrase,C0019123,ok
924,hemopneumothorax,hemopneumothorax,umls_synonym,C0019077,ok
925,hemopneumothorax,haemopneumothorax,umls_synonym,C0019077,ok
926,hemopneumothorax,pneumohemothorax,umls_synonym,C0019077,ok
927,hemopneumothorax,pneumohaemothorax,umls_synonym,C0019077,ok
928,hemopneumothorax,hemopneumothorax (disorder),umls_synonym,C0019077,ok
929,hemopneumothorax,large pleural effusion associated with a visible peripheral pneumothorax in the right hemithorax.,llm_radiology_phrase,C0019077,ok
930,hemopneumothorax,air fluid level noted within the pleural space indicating a combined pneumothorax and effusion.,llm_radiology_phrase,C0019077,ok
931,hemopneumothorax,supine chest radiograph demonstrates increased opacity layering over a pneumothorax in the pleural space.,llm_radiology_phrase,C0019077,ok
932,hemopneumothorax,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,llm_radiology_phrase,C0019077,ok
933,hemopneumothorax,blunting of the costophrenic angle combined with a peripheral lucent rim of pneumothorax.,llm_radiology_phrase,C0019077,ok
934,expansile bone lesions,expansile bone lesions,umls_synonym,C1863880,ok
935,expansile bone lesions,well defined expansile lucent lesion involving the posterior aspect of the left rib.,llm_radiology_phrase,C1863880,ok
936,expansile bone lesions,expansile lytic lesion noted within the mid portion of the right scapula.,llm_radiology_phrase,C1863880,ok
937,expansile bone lesions,cortical thinning associated with an expansile lucent lesion in the proximal humerus.,llm_radiology_phrase,C1863880,ok
938,expansile bone lesions,expansile osseous lesion causing focal cortical expansion of the visualized thoracic rib.,llm_radiology_phrase,C1863880,ok
939,expansile bone lesions,localized expansile lucency with thin sclerotic margins identified in the clavicular head.,llm_radiology_phrase,C1863880,ok
940,cholelithiasis,cholelithiasis,umls_synonym,C0008350,ok
941,cholelithiasis,gallstone diseases,umls_synonym,C0008350,ok
942,cholelithiasis,cholelithiases,umls_synonym,C0008350,ok
943,cholelithiasis,calculus in biliary tract (disorder),umls_synonym,C0008350,ok
944,cholelithiasis,calculus in biliary tract,umls_synonym,C0008350,ok
945,cholelithiasis,gallstone disease,umls_synonym,C0008350,ok
946,cholelithiasis,biliary calculus,umls_synonym,C0008350,ok
947,cholelithiasis,radiopaque calculus identified within the right upper quadrant biliary region.,llm_radiology_phrase,C0008350,ok
948,cholelithiasis,small calcified density noted in the expected location of the gallbladder.,llm_radiology_phrase,C0008350,ok
949,cholelithiasis,faint curvilinear calcification visualized in the right upper abdominal quadrant.,llm_radiology_phrase,C0008350,ok
950,cholelithiasis,discrete radiopaque biliary calculus projected over the right hepatic shadow.,llm_radiology_phrase,C0008350,ok
951,cholelithiasis,multiple small calcific densities observed in the right upper quadrant.,llm_radiology_phrase,C0008350,ok
952,bronchitis,bronchitis,umls_synonym,C0149514,ok
953,bronchitis,acute bronchitis,umls_synonym,C0149514,ok
954,bronchitis,acute tracheobronchitis,umls_synonym,C0149514,ok
955,bronchitis,acute bronchitis (disorder),umls_synonym,C0149514,ok
956,bronchitis,acute tracheobronchitis (disorder),umls_synonym,C0149514,ok
957,bronchitis,increased prominence of bronchovascular markings noted throughout the bilateral lung fields.,llm_radiology_phrase,C0149514,ok
958,bronchitis,peribronchial cuffing observed along the central and mid lung zones bilaterally.,llm_radiology_phrase,C0149514,ok
959,bronchitis,mild thickening of bronchial walls visible in the perihilar regions bilaterally.,llm_radiology_phrase,C0149514,ok
960,bronchitis,increased interstitial markings radiating from the hila into the mid lung zones.,llm_radiology_phrase,C0149514,ok
961,bronchitis,prominent central bronchovascular structures with associated peribronchial wall thickening.,llm_radiology_phrase,C0149514,ok
962,bronchiolitis,bronchiolitis,umls_synonym,C0006271,ok
963,bronchiolitis,bronchiolitides,umls_synonym,C0006271,ok
964,bronchiolitis,bronchiolitis (disorder),umls_synonym,C0006271,ok
965,bronchiolitis,diffuse bilateral peribronchial thickening noted throughout both lung fields.,llm_radiology_phrase,C0006271,ok
966,bronchiolitis,increased bronchovascular markings visible in the lower lung zones bilaterally.,llm_radiology_phrase,C0006271,ok
967,bronchiolitis,fine reticular opacities present throughout the mid and lower lung zones.,llm_radiology_phrase,C0006271,ok
968,bronchiolitis,prominent peribronchial cuffing observed extending into the peripheral lung fields.,llm_radiology_phrase,C0006271,ok
969,bronchiolitis,subtle hazy peribronchial opacities noted in the bilateral lower lobes.,llm_radiology_phrase,C0006271,ok
970,thorax,thorax,umls_synonym,C0817096,ok
971,thorax,chest,umls_synonym,C0817096,ok
972,thorax,thorace,umls_synonym,C0817096,ok
973,thorax,thoracic structure (body structure),umls_synonym,C0817096,ok
974,thorax,thoracic structure,umls_synonym,C0817096,ok
975,thorax,thoraces,umls_synonym,C0817096,ok
976,thorax,chests,umls_synonym,C0817096,ok
977,thorax,the bony thorax demonstrates normal alignment and intact osseous structures throughout.,llm_radiology_phrase,C0817096,ok
978,thorax,normal thoracic cage architecture with symmetric rib contours and intact margins.,llm_radiology_phrase,C0817096,ok
979,thorax,the thoracic cavity appears clear with well defined mediastinal and hilar contours.,llm_radiology_phrase,C0817096,ok
980,thorax,symmetric thoracic soft tissues with no evidence of abnormal density or mass.,llm_radiology_phrase,C0817096,ok
981,thorax,normal thoracic volume with appropriate expansion and clear lung fields bilaterally.,llm_radiology_phrase,C0817096,ok
982,trachea,trachea,umls_synonym,C0040578,ok
983,trachea,tracheal structure,umls_synonym,C0040578,ok
984,trachea,tracheas,umls_synonym,C0040578,ok
985,trachea,windpipe,umls_synonym,C0040578,ok
986,trachea,tracheal structure (body structure),umls_synonym,C0040578,ok
987,trachea,the trachea is visualized as a midline lucent tubular structure in the mediastinum.,llm_radiology_phrase,C0040578,ok
988,trachea,normal midline position of the air filled trachea is maintained throughout the thorax.,llm_radiology_phrase,C0040578,ok
989,trachea,the tracheal air column appears patent and follows a straight vertical midline course.,llm_radiology_phrase,C0040578,ok
990,trachea,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,llm_radiology_phrase,C0040578,ok
991,trachea,the air filled trachea is clearly defined within the central superior mediastinal space.,llm_radiology_phrase,C0040578,ok
992,"trachea, carina","trachea, carina",umls_synonym,,no_cui_match
993,"trachea, carina",the trachea is midline and maintains a patent central airway lumen.,llm_radiology_phrase,,no_cui_match
994,"trachea, carina",the tracheal air column appears normal with no evidence of deviation.,llm_radiology_phrase,,no_cui_match
995,"trachea, carina",the carina is sharp and located at the level of the hilum.,llm_radiology_phrase,,no_cui_match
996,"trachea, carina",normal midline position of the trachea with a well defined tracheal air column.,llm_radiology_phrase,,no_cui_match
997,"trachea, carina",the tracheal bifurcation is clearly visualized with a sharp carinal angle.,llm_radiology_phrase,,no_cui_match
